Zipcode;City;Region
3776;Oeschseite;BE
3777;Saanenmöser;BE
3778;Schönried;BE
3780;Gstaad;BE
3780;Gstaad Zustellung;BE
3781;Turbach;BE
3782;Lauenen b. Gstaad;BE
3783;Grund b. Gstaad;BE
3784;Feutersoey;BE
3785;Gsteig b. Gstaad;BE
3792;Saanen;BE
3800;Unterseen;BE
3800;Interlaken Pauto;BE
3800;Interlaken Zust. P;BE
3800;Interlaken Bönig.;BE
3800;Interlaken;BE
3800;Interlaken Zust;BE
3800;Matten b. Interl;BE
3800;Sundlauenen;BE
3801;Jungfraujoch;VS
3802;Interlaken Ost;BE
3803;Beatenberg;BE
3804;Habkern;BE
3805;Goldswil;BE
3806;Bönigen;BE
3807;Iseltwald;BE
3812;Wilderswil;BE
3813;Saxeten;BE
3814;Gsteigwiler;BE
3815;Gündlischwand;BE
3815;Zweilütschinen;BE
3816;Burglauenen;BE
3816;Lütschental;BE
3818;Grindelwald;BE
3818;Grindelwald Zust;BE
3822;Lauterbrunnen;BE
3822;Isenfluh;BE
3823;Wengen;BE
3823;Kleine Scheidegg;BE
3823;Eigergletscher;BE
3824;Stechelberg;BE
3825;Mürren;BE
3826;Gimmelwald;BE
3852;Ringgenberg BE;BE
3853;Niederried Interl;BE
3854;Oberried Brienz;BE
3855;Schwanden-Brienz;BE
3855;Brienz BE Zust;BE
3855;Brienz BE;BE
3855;Axalp;BE
3856;Brienzwiler;BE
3857;Unterbach BE;BE
3858;Hofstetten BE;BE
3860;Meiringen;BE
3860;Brünig;BE
3860;Schattenhalb;BE
3860;Rosenlaui;BE
3860;Meiringen Zust;BE
3862;Innertkirchen;BE
3863;Gadmen;BE
3864;Guttannen;BE
3900;Brig;VS
3900;Gamsen;VS
3900;Brig Zustellung;VS
3900;Brigerbad;VS
3900;Brig Postauto;VS
3901;Rothwald;VS
3902;Glis Gliserallee;VS
3902;Glis;VS
3903;Mund;VS
3903;Birgisch;VS
3904;Naters;VS
3905;Saas-Almagell;VS
3906;Saas-Fee;VS
3907;Simplon Hospiz;VS
3907;Simplon Dorf;VS
3907;Gabi (Simplon);VS
3907;Gondo;VS
3908;Saas-Balen;VS
3910;Saas-Grund;VS
3911;Ried-Brig;VS
3912;Termen;VS
3913;Rosswald;VS
3914;Belalp;VS
3914;Blatten b. Naters;VS
3916;Ferden;VS
3917;Goppenstein;VS
3917;Kippel;VS
3918;Wiler (Lötschen);VS
3919;Blatten(Lötschen);VS
3920;Zermatt Zustellung;VS
3920;Zermatt;VS
3922;Kalpetran;VS
3922;Eisten;VS
3922;Stalden VS;VS
3923;Törbel;VS
3924;St. Niklaus VS;VS
3925;Grächen;VS
3926;Embd;VS
3927;Herbriggen;VS
3928;Randa;VS
3929;Täsch;VS
3930;Visp;VS
3930;Eyholz;VS
3930;Visp Verkauf;VS
3931;Lalden;VS
3932;Visperterminen;VS
3933;Staldenried;VS
3934;Zeneggen;VS
3935;Bürchen;VS
3937;Baltschieder;VS
3937;SAB Baltschieder;VS
3938;Ausserberg;VS
3939;Eggerberg;VS
3940;Steg-Gampel;VS
3940;Steg VS;VS
3942;St. German;VS
3942;Raron;VS
3942;Niedergesteln;VS
3943;Eischoll;VS
3944;Unterbäch VS;VS
3945;Gampel;VS
3945;Niedergampel;VS
3946;Gruben;VS
3946;Turtmann;VS
3947;Ergisch;VS
3948;Unterems;VS
3948;Oberems;VS
3949;Hohtenn;VS
3951;Agarn;VS
3952;Susten;VS
3953;Varen;VS
3953;Leuk Stadt;VS
3953;Inden;VS
3954;Leukerbad;VS
3955;Albinen;VS
3956;Guttet-Feschel;VS
3957;Erschmatt;VS
3957;Bratsch;VS
3960;Corin-de-la-Crête;VS
3960;Loc;VS
3960;Muraz (Sierre);VS
3960;Sierre Dist;VS
3960;Sierre Rue Falcon;VS
3960;Sierre;VS
3960;Niouc;VS
3961;St-Jean VS;VS
3961;St-Luc;VS
3961;Ayer;VS
3961;Grimentz;VS
3961;Mission;VS
3961;Vissoie;VS
3961;Chandolin;VS
3961;Zinal;VS
3963;Crans-sur-Sierre;VS
3963;C.-Montana 1 Dist;VS
3963;Crans-Montana 2;VS
3963;Montana;VS
3963;Crans-Montana;VS
3963;Aminona;VS
3963;Crans-Montana 1;VS
3965;Chippis;VS
3966;Chalais;VS
3966;Réchy;VS
3967;Vercorin;VS
3968;Veyras;VS
3970;Salgesch;VS
3971;Ollon VS;VS
3971;Chermignon-Bas;VS
3971;Chermignon;VS
3972;Miège;VS
3973;Venthône;VS
3974;Mollens VS;VS
3975;Randogne;VS
3976;Noës;VS
3976;Champzabé;VS
3977;Granges VS Dist;VS
3977;Granges VS;VS
3978;Flanthey;VS
3979;Grône;VS
3982;Bitsch;VS
3983;Filet;VS
3983;Goppisberg;VS
3983;Greich;VS
3983;Mörel;VS
3983;Bister;VS
3984;Fiesch;VS
3984;Fieschertal;VS
3985;Geschinen;VS
3985;Münster VS;VS
3986;Ried-Mörel;VS
3987;Riederalp;VS
3988;Obergesteln;VS
3988;Ulrichen;VS
3989;Niederwald;VS
3989;Blitzingen;VS
3989;Selkingen;VS
3989;Grafschaft;VS
3989;Biel VS;VS
3989;Ritzingen;VS
3991;Betten;VS
3992;Bettmeralp;VS
3993;Grengiols;VS
3994;Martisberg;VS
3994;Lax;VS
3995;Mühlebach (Goms);VS
3995;Steinhaus;VS
3995;Ernen;VS
3995;Ausserbinn;VS
3996;Binn;VS
3997;Bellwald;VS
3998;Reckingen VS;VS
3998;Gluringen;VS
3999;Oberwald;VS
4000;Basel;BS
4000;Basel Postauto;BS
4000;Basel 2 Zust;BS
4000;Basel Dist Ba;BS
4001;Basel;BS
4001;Basel Freie Str;BS
4001;Basel Rümelinspl.;BS
4002;Basel SPS;BS
4002;Basel 2 Annahme;BS
4002;Basel;BS
4003;Basel;BS
4004;Basel;BS
4005;Basel;BS
4007;Basel;BS
4009;Basel;BS
4009;Basel Ahornstrasse;BS
4010;Basel;BS
4011;Basel;BS
4012;Basel;BS
4013;Basel;BS
4014;Basel CIRCLE;BS
4015;Basel;BS
4016;Basel;BS
4017;Basel;BS
4018;Basel;BS
4019;Basel;BS
4020;Basel;BS
4021;Basel Sort;BS
4024;Basel;BS
4025;Basel;BS
4028;Basel;BS
4030;Basel;BS
4031;Basel;BS
4032;Basel;BS
4033;Basel;BS
4034;Basel 34 Breite;BS
4035;Basel;BS
4036;Basel CALL;BS
4039;Basel SSF;BS
4040;Basel;BL
4041;Basel;BS
4042;Basel PF OC;BL
4051;Basel;BS
4052;Basel;BS
4053;Basel;BS
4054;Basel;BS
4055;Basel;BS
4056;Basel;BS
4057;Basel;BS
4057;Basel Hochberger;BS
4058;Basel;BS
4059;Basel;BS
4070;Basel;BS
4075;Basel;BS
4089;Basel ZollGesperrt;BS
4089;Basel ZollBeschau;BS
4089;Basel ZollExtern;BS
4089;Basel;BS
4089;Basel SPI GLS;BS
4089;Basel ZollNoData;BS
4091;Basel;BS
4101;Bruderholz;BL
4102;Binningen Gorenm.;BL
4102;Binningen;BL
4102;Binningen 1;BL
4103;Bottmingen;BL
4104;Oberwil BL;BL
4104;Oberwil BL Zust;BL
4104;Oberwil BL Konsum.;BL
4105;Biel-Benken BL;BL
4106;Therwil;BL
4107;Ettingen;BL
4108;Witterswil;SO
4112;Bättwil;SO
4112;Flüh;SO
4112;Bättwil-Flüh;SO
4114;Hofstetten SO;SO
4115;Mariastein;SO
4116;Metzerlen;SO
4117;Burg im Leimental;BL
4118;Rodersdorf;SO
4123;Allschwil;BL
4123;Allschwil 1;BL
4123;Allschwil Zust;BL
4123;Allschwil Dorf;BL
4123;Allschwil Lindenpl;BL
4123;Allschwil Basler;BL
4124;Schönenbuch;BL
4125;Riehen;BS
4125;Riehen 1;BS
4125;Riehen Bahnhofstr;BS
4125;Riehen Rauracher;BS
4126;Bettingen;BS
4127;Birsfelden;BL
4127;Birsfelden Haupt.;BL
4130;Pratteln CALL;BL
4132;Muttenz;BL
4132;Muttenz 1;BL
4132;Muttenz Lutzert;BL
4132;Muttenz 1 Zust;BL
4132;Muttenz Hauptstr;BL
4133;Pratteln 1;BL
4133;Pratteln;BL
4133;Pratteln SPI;BL
4133;Pratteln Hohenrain;BL
4133;Pratteln PL3;BL
4133;Pratteln Bahnhofst;BL
4133;Pratteln RPZ;BL
4134;Pratteln Sort;BL
4140;Pratteln CIRCLE;BL
4142;Münchenstein;BL
4142;Münchenstein 1 Zus;BL
4142;Münchenstein Stöck;BL
4142;Münchenstein 1;BL
4142;Münchenstein Zollw;BL
4143;Dornach;SO
4144;Arlesheim;BL
4144;Arlesheim Hub;BL
4144;Arlesheim Postpl.;BL
4145;Gempen;SO
4146;Hochwald;SO
4147;Aesch BL Hauptstr;BL
4147;Aesch BL;BL
4148;Pfeffingen;BL
4153;Reinach BL 1;BL
4153;Reinach BL;BL
4153;Reinach BL Surbaum;BL
4153;Reinach BL Zust;BL
4153;Reinach BL Austr;BL
4202;Duggingen;BL
4203;Grellingen;BL
4204;Himmelried;SO
4206;Seewen SO;SO
4207;Bretzwil;BL
4208;Nunningen;SO
4222;Zwingen;BL
4223;Blauen;BL
4224;Nenzlingen;BL
4225;Brislach;BL
4226;Breitenbach;SO
4227;Büsserach;SO
4228;Erschwil;SO
4229;Beinwil SO;SO
4232;Fehren;SO
4233;Meltingen;SO
4234;Zullwil;SO
4242;Laufen;BL
4242;Laufen Zustellung;BL
4243;Dittingen;BL
4244;Röschenz;BL
4245;Kleinlützel;SO
4246;Wahlen b. Laufen;BL
4247;Grindel;SO
4252;Bärschwil;SO
4252;Bärschwil Dorf;SO
4253;Liesberg;BL
4254;Liesberg Dorf;BL
4302;Augst BL;BL
4303;Kaiseraugst Lieb.;AG
4303;Kaiseraugst;AG
4304;Giebenach;BL
4305;Olsberg;AG
4310;Rheinfelden 1;AG
4310;Rheinfelden 2;AG
4310;Rheinfelden 1 Zust;AG
4310;Rheinfelden;AG
4310;Rheinfelden SPI;AG
4310;Rheinfelden PAuto;AG
4312;Magden;AG
4313;Möhlin;AG
4313;Möhlin Zustellung;AG
4314;Zeiningen;AG
4315;Zuzgen;AG
4316;Hellikon;AG
4317;Wegenstetten;AG
4322;Mumpf;AG
4323;Wallbach;AG
4324;Obermumpf;AG
4325;Schupfart;AG
4332;Stein AG;AG
4333;Münchwilen AG;AG
4334;Sisseln AG;AG
4402;Frenkendorf;BL
4410;Liestal;BL
4410;Liestal Kaserne;BL
4410;Liestal Dist Ba;BL
4411;Seltisberg;BL
4412;Nuglar;SO
4413;Büren SO;SO
4414;Füllinsdorf;BL
4415;Lausen Grammontstr;BL
4415;Lausen;BL
4416;Bubendorf;BL
4417;Ziefen;BL
4418;Reigoldswil;BL
4419;Lupsingen;BL
4421;St. Pantaleon;SO
4422;Arisdorf;BL
4423;Hersberg;BL
4424;Arboldswil;BL
4425;Titterten;BL
4426;Lauwil;BL
4431;Bennwil;BL
4432;Lampenberg;BL
4433;Ramlinsburg;BL
4434;Hölstein;BL
4435;Niederdorf;BL
4436;Liedertswil;BL
4436;Oberdorf BL;BL
4437;Waldenburg;BL
4438;Langenbruck;BL
4441;Thürnen;BL
4442;Diepflingen;BL
4443;Wittinsburg;BL
4444;Rümlingen;BL
4445;Häfelfingen;BL
4446;Buckten;BL
4447;Känerkinden;BL
4448;Läufelfingen;BL
4450;Sissach;BL
4450;Sissach Postgasse;BL
4451;Wintersingen;BL
4452;Itingen;BL
4453;Nusshof;BL
4455;Zunzgen;BL
4456;Tenniken;BL
4457;Diegten;BL
4458;Eptingen;BL
4460;Gelterkinden Zust;BL
4460;Gelterkinden;BL
4461;Böckten;BL
4462;Rickenbach BL;BL
4463;Buus;BL
4464;Maisprach;BL
4465;Hemmiken;BL
4466;Ormalingen;BL
4467;Rothenfluh;BL
4468;Kienberg;SO
4469;Anwil;BL
4492;Tecknau;BL
4493;Wenslingen;BL
4494;Oltingen;BL
4495;Zeglingen;BL
4496;Kilchberg BL;BL
4497;Rünenberg;BL
4500;Solothurn 1 Zust;SO
4500;Solothurn;SO
4500;Solothurn 1;SO
4501;Solothurn Bahnhof;SO
4502;Solothurn;SO
4503;Solothurn Allmend;SO
4503;Solothurn;SO
4509;Solothurn;SO
4512;Bellach Zustellung;SO
4512;Bellach;SO
4513;Langendorf;SO
4514;Lommiswil;SO
4515;Weissenstein;SO
4515;Oberdorf SO;SO
4522;Rüttenen;SO
4523;Niederwil SO;SO
4524;Günsberg;SO
4524;Balmberg;SO
4524;Oberbalmberg;SO
4525;Balm b. Günsberg;SO
4528;Zuchwil;SO
4528;Zuchwil Hauptstr;SO
4532;Feldbrunnen;SO
4533;Riedholz;SO
4534;Flumenthal;SO
4535;Hubersdorf;SO
4535;Kammersrohr;SO
4536;Attiswil;BE
4537;Wiedlisbach;BE
4538;Oberbipp;BE
4539;Rumisberg;BE
4539;Farnern;BE
4542;Luterbach;SO
4543;Deitingen;SO
4552;Derendingen;SO
4553;Subingen;SO
4554;Etziken;SO
4554;Hüniken;SO
4556;Burgäschi;SO
4556;Steinhof SO;SO
4556;Aeschi SO;SO
4556;Bolken;SO
4557;Horriwil;SO
4558;Hersiwil;SO
4558;Winistorf;SO
4558;Heinrichswil;SO
4562;Biberist;SO
4563;Gerlafingen;SO
4563;Gerlafingen Zust;SO
4564;Zielebach;BE
4564;Obergerlafingen;SO
4565;Recherswil;SO
4566;Kriegstetten;SO
4566;Halten;SO
4566;Oekingen;SO
4571;Lüterkofen-Ichert;SO
4571;Ichertswil;SO
4571;Lüterkofen;SO
4573;Lohn-Ammannsegg;SO
4574;Lüsslingen;SO
4574;Nennigkofen;SO
4576;Tscheppach;SO
4577;Hessigkofen;SO
4578;Bibern SO;SO
4579;Gossliwil;SO
4581;Küttigkofen;SO
4582;Brügglen;SO
4583;Mühledorf SO;SO
4583;Aetigkofen;SO
4584;Lüterswil;SO
4584;Gächliwil;SO
4585;Biezwil;SO
4586;Kyburg-Buchegg;SO
4587;Aetingen;SO
4588;Unterramsern;SO
4588;Oberramsern;SO
4588;Brittern;SO
4600;Olten Personal;SO
4600;Olten 1;SO
4600;Olten;SO
4600;Olten 2 Zustellung;SO
4600;Olten Bahnhofstr;SO
4601;Olten 1 Fächer;SO
4604;Olten 4 Hammer;SO
4605;Olten;SO
4609;Olten;SO
4611;Härkingen SC;SO
4612;Wangen b. Olten;SO
4613;Rickenbach SO;SO
4614;Hägendorf Zust;SO
4614;Hägendorf;SO
4615;Allerheiligenberg;SO
4616;Kappel SO;SO
4617;Gunzgen;SO
4618;Boningen;SO
4620;Härkingen PZ;SO
4620;Härkingen Dist Ba;SO
4621;Härkingen Briefkl.;SO
4621;Härkingen SPS AG;SO
4621;Härkingen BZ;SO
4621;Härkingen BZ FP;SO
4622;Egerkingen;SO
4623;Neuendorf;SO
4624;Härkingen;SO
4625;Oberbuchsiten;SO
4626;Niederbuchsiten;SO
4628;Wolfwil;SO
4629;Fulenbach;SO
4630;Härkingen CALL;SO
4632;Trimbach;SO
4633;Hauenstein;SO
4634;Wisen SO;SO
4640;Härkingen CIRCLE;SO
4652;Winznau;SO
4653;Obergösgen;SO
4654;Lostorf;SO
4655;Stüsslingen;SO
4655;Rohr b. Olten;SO
4656;Starrkirch-Wil;SO
4657;Dulliken;SO
4658;Däniken SO;SO
4663;Aarburg;AG
4663;Aarburg Zust;AG
4665;Oftringen 1;AG
4665;Oftringen Tychb.;AG
4665;Oftringen;AG
4665;Oftringen 2;AG
4665;Oftringen LS ThC;AG
4702;Oensingen Hub;SO
4702;Oensingen Soloth.;SO
4702;Oensingen;SO
4702;Oensingen Zust;SO
4703;Kestenholz;SO
4704;Niederbipp;BE
4704;Niederbipp PL3;BE
4704;Wolfisberg;BE
4710;Balsthal Postauto;SO
4710;Balsthal;SO
4710;Balsthal Zust;SO
4712;Laupersdorf;SO
4713;Matzendorf;SO
4714;Aedermannsdorf;SO
4715;Herbetswil;SO
4716;Welschenrohr;SO
4716;Gänsbrunnen;SO
4717;Mümliswil;SO
4718;Holderbank SO;SO
4719;Ramiswil;SO
4800;Zofingen;AG
4800;Zofingen PFinance;AG
4800;Zofi. KC PKGK4;AG
4800;Zofi. KC PKGK 5;AG
4800;Zofingen KC PK 2;AG
4800;Zofingen Abg. St;AG
4800;Zofingen U. Graben;AG
4800;Zofingen B&V GK;AG
4800;Zofingen Zust;AG
4800;Zofi. KC PKGK 3;AG
4801;Zofingen;AG
4802;Strengelbach;AG
4802;Strengelbach D.Hub;AG
4803;Vordemwald;AG
4805;Brittnau;AG
4806;Wikon;LU
4807;Zofingen PF;AG
4808;Zofingen PF;AG
4809;Zofingen PF;AG
4809;Zofingen PF UBS;AG
4810;Zofingen PF;AG
4812;Mühlethal;AG
4813;Uerkheim;AG
4814;Bottenwil;AG
4852;Rothrist Bernstr.;AG
4852;Rothrist;AG
4853;Murgenthal;AG
4853;Riken AG;AG
4856;Glashütten;AG
4900;Langenthal;BE
4900;Langenthal 1;BE
4900;Langenthal 1 Zust;BE
4901;Langenthal;BE
4911;Schwarzhäusern;BE
4912;Aarwangen;BE
4913;Bannwil;BE
4914;Roggwil BE;BE
4914;Roggwil BE Dorfstr;BE
4915;St. Urban;LU
4916;Untersteckholz;BE
4917;Melchnau;BE
4917;Busswil b.Melchnau;BE
4919;Reisiswil;BE
4922;Bützberg;BE
4922;Thunstetten;BE
4922;Bützberg RPZ;BE
4923;Wynau;BE
4924;Obersteckholz;BE
4932;Lotzwil;BE
4932;Gutenburg;BE
4933;Rütschelen;BE
4934;Madiswil;BE
4935;Leimiswil;BE
4936;Kleindietwil;BE
4937;Ursenbach;BE
4938;Rohrbachgraben;BE
4938;Rohrbach;BE
4942;Walterswil BE;BE
4943;Oeschenbach;BE
4944;Auswil;BE
4950;Huttwil Zustellung;BE
4950;Huttwil;BE
4952;Eriswil;BE
4953;Schwarzenbach BE;BE
4954;Wyssachen;BE
4955;Gondiswil;BE
5000;Aarau;AG
5000;Aarau Postauto AG;AG
5000;Aarau Altstadt;AG
5000;Aarau 1;AG
5000;Aarau Kaserne;AG
5000;Aarau 1 Zustellung;AG
5001;Aarau SPS;AG
5001;Aarau 1;AG
5004;Aarau;AG
5004;Aarau Tellistr;AG
5012;Schönenwerd;SO
5012;Eppenberg;SO
5012;Wöschnau;SO
5012;Schönenwerd Bhfstr;SO
5013;Niedergösgen;SO
5014;Gretzenbach;SO
5015;Erlinsbach SO;SO
5017;Barmelweid;AG
5018;Erlinsbach;AG
5022;Rombach;AG
5023;Biberstein;AG
5024;Küttigen;AG
5025;Asp;AG
5026;Densbüren;AG
5027;Herznach;AG
5028;Ueken;AG
5030;Buchs AG Sort;AG
5032;Aarau Rohr;AG
5033;Buchs AG;AG
5033;Buchs AG RPZ;AG
5034;Suhr;AG
5035;Unterentfelden;AG
5036;Oberentfelden;AG
5036;Oberentfelden Zust;AG
5037;Muhen;AG
5040;Schöftland;AG
5042;Hirschthal;AG
5043;Holziken;AG
5044;Schlossrued;AG
5046;Schmiedrued;AG
5046;Walde AG;AG
5046;Schmiedrued-Walde;AG
5050;Buchs AG CALL;AG
5053;Staffelbach;AG
5053;Wittwil;AG
5054;Kirchleerau;AG
5054;Moosleerau;AG
5054;Kirchleerau-Moosle;AG
5056;Attelwil;AG
5057;Reitnau;AG
5058;Wiliberg;AG
5060;Buchs AG CIRCLE;AG
5062;Oberhof;AG
5063;Wölflinswil;AG
5064;Wittnau;AG
5070;Frick Zustellung;AG
5070;Frick;AG
5070;Frick Widenplatz;AG
5072;Oeschgen;AG
5073;Gipf-Oberfrick;AG
5074;Eiken;AG
5075;Hornussen;AG
5076;Bözen;AG
5077;Elfingen;AG
5078;Effingen;AG
5079;Zeihen;AG
5080;Laufenburg;AG
5082;Kaisten;AG
5083;Ittenthal;AG
5084;Rheinsulz;AG
5085;Sulz AG;AG
5102;Rupperswil;AG
5103;Wildegg;AG
5103;Wildegg Poststr;AG
5103;Möriken AG;AG
5105;Auenstein;AG
5106;Veltheim AG;AG
5107;Schinznach Dorf;AG
5108;Oberflachs;AG
5112;Thalheim AG;AG
5113;Holderbank AG;AG
5116;Schinznach Bad;AG
5200;Brugg AG 1;AG
5200;Brugg AG Kaserne;AG
5200;Brugg AG Bahnhof;AG
5200;Brugg AG;AG
5200;Brugg AG 1 Zust;AG
5201;Brugg AG;AG
5210;Windisch;AG
5212;Hausen AG;AG
5213;Villnachern;AG
5222;Umiken;AG
5223;Riniken;AG
5225;Bözberg;AG
5232;Villigen PSI;AG
5233;Stilli;AG
5234;Villigen;AG
5235;Rüfenach AG;AG
5236;Remigen;AG
5237;Mönthal;AG
5242;Birr-Lupfig;AG
5242;Birr;AG
5242;Lupfig;AG
5242;Birr-Lupfig Zust;AG
5243;Mülligen;AG
5244;Birrhard;AG
5245;Habsburg;AG
5246;Scherz;AG
5272;Gansingen;AG
5273;Oberhofen AG;AG
5274;Mettau;AG
5275;Etzgen;AG
5276;Wil AG;AG
5277;Hottwil;AG
5300;Turgi;AG
5301;Siggenthal Station;AG
5303;Würenlingen;AG
5303;Würenlingen Dorf;AG
5304;Endingen;AG
5305;Unterendingen;AG
5306;Tegerfelden;AG
5312;Döttingen;AG
5312;Döttingen-Klingnau;AG
5313;Klingnau Wiesenweg;AG
5313;Klingnau;AG
5314;Kleindöttingen;AG
5315;Böttstein;AG
5316;Leuggern;AG
5317;Hettenschwil;AG
5318;Mandach;AG
5322;Koblenz;AG
5323;Rietheim;AG
5324;Full-Reuenthal;AG
5325;Leibstadt;AG
5326;Schwaderloch;AG
5330;Bad Zurzach;AG
5330;Bad Zurzach Haupt.;AG
5332;Rekingen AG;AG
5333;Baldingen;AG
5334;Böbikon;AG
5400;Baden;AG
5400;Baden 1;AG
5400;Baden 1 PAD;AG
5401;Baden;AG
5402;Baden;AG
5404;Baden;AG
5405;Baden;AG
5405;Baden Täfern;AG
5405;Dättwil AG;AG
5406;Baden;AG
5406;Rütihof;AG
5408;Ennetbaden;AG
5412;Vogelsang AG;AG
5412;Gebenstorf;AG
5413;Birmenstorf AG;AG
5415;Nussbaumen AG;AG
5415;Nussbaumen AG Zust;AG
5415;Hertenstein AG;AG
5415;Rieden AG;AG
5416;Kirchdorf AG;AG
5417;Untersiggenthal;AG
5420;Ehrendingen;AG
5423;Freienwil;AG
5425;Schneisingen;AG
5426;Lengnau AG;AG
5430;Wettingen;AG
5430;Wettingen 1;AG
5430;Wettingen Dorf;AG
5430;Wettingen 3;AG
5430;Wettingen Seminar;AG
5430;Wettingen Bahnhof;AG
5432;Neuenhof;AG
5436;Würenlos;AG
5442;Fislisbach;AG
5443;Niederrohrdorf;AG
5444;Künten;AG
5445;Eggenwil;AG
5452;Oberrohrdorf;AG
5453;Remetschwil;AG
5454;Bellikon;AG
5462;Siglistorf;AG
5463;Wislikofen;AG
5463;Wislikofen Probst.;AG
5464;Rümikon AG;AG
5465;Mellikon;AG
5466;Kaiserstuhl AG;AG
5467;Fisibach;AG
5502;Hunzenschwil;AG
5503;Schafisheim Coop;AG
5503;Schafisheim;AG
5504;Othmarsingen;AG
5505;Brunegg;AG
5506;Mägenwil PL3;AG
5506;Mägenwil;AG
5506;Mägenwil Dist Ba;AG
5506;Mägenwil GKA;AG
5506;Mägenwil PL Hub;AG
5506;Mägenwil HUB;AG
5507;Mellingen;AG
5512;Wohlenschwil;AG
5522;Tägerig;AG
5524;Nesselnbach;AG
5524;Niederwil AG;AG
5525;Fischbach-Göslikon;AG
5600;Lenzburg Muracker;AG
5600;Lenzburg;AG
5600;Lenzburg 1;AG
5600;Lenzburg Zust;AG
5600;Lenzburg Stadt;AG
5600;Ammerswil AG;AG
5603;Staufen;AG
5604;Hendschiken;AG
5605;Dottikon;AG
5605;Dottikon Zust;AG
5606;Dintikon;AG
5606;Dintikon PL3;AG
5607;Hägglingen;AG
5608;Stetten AG;AG
5610;Wohlen AG;AG
5610;Wohlen AG Jurastr;AG
5610;Wohlen AG 1 Zust;AG
5610;Wohlen AG 1;AG
5611;Anglikon;AG
5612;Villmergen;AG
5612;Villmergen PL3;AG
5612;Villmergen Grenzw.;AG
5613;Hilfikon;AG
5614;Sarmenstorf;AG
5615;Fahrwangen Hinterg;AG
5615;Fahrwangen;AG
5616;Meisterschwanden;AG
5617;Tennwil;AG
5618;Bettwil;AG
5619;Büttikon AG;AG
5619;Uezwil;AG
5620;Bremgarten AG Kas;AG
5620;Bremgarten 1 Zust;AG
5620;Bremgarten AG;AG
5620;Bremgarten AG West;AG
5620;Bremgarten AG 1;AG
5621;Zufikon;AG
5622;Waltenschwil;AG
5623;Boswil;AG
5624;Waldhäusern AG;AG
5624;Bünzen;AG
5625;Kallern;AG
5626;Hermetschwil-Staff;AG
5627;Besenbüren;AG
5628;Aristau;AG
5630;Muri AG;AG
5630;Muri AG Seetalstr.;AG
5630;Muri AG Zustellung;AG
5632;Buttwil;AG
5634;Merenschwand;AG
5636;Benzenschwil;AG
5637;Geltwil;AG
5637;Beinwil (Freiamt);AG
5642;Mühlau;AG
5643;Meienberg;AG
5643;Sins;AG
5643;Alikon;AG
5644;Auw;AG
5645;Aettenschwil;AG
5645;Fenkrieden;AG
5646;Abtwil AG;AG
5647;Oberrüti;AG
5702;Niederlenz;AG
5703;Seon;AG
5703;Seon Zustellung;AG
5704;Egliswil;AG
5705;Hallwil;AG
5706;Boniswil;AG
5707;Seengen;AG
5708;Birrwil;AG
5712;Beinwil am See;AG
5722;Gränichen Zust;AG
5722;Gränichen;AG
5723;Teufenthal AG;AG
5724;Dürrenäsch;AG
5725;Leutwil;AG
5726;Unterkulm;AG
5726;Unterkulm Zust;AG
5727;Oberkulm;AG
5728;Gontenschwil;AG
5732;Zetzwil;AG
5733;Leimbach AG;AG
5734;Reinach AG;AG
5734;Reinach AG Zust;AG
5735;Pfeffikon LU;LU
5736;Burg AG;AG
5737;Menziken;AG
5737;Menziken Gässli;AG
5742;Kölliken;AG
5745;Safenwil;AG
5746;Walterswil SO;SO
6000;Luzern Wesemlin;LU
6000;Luzern Kreuzstutz;LU
6000;Luzern Schönbühl;LU
6000;Luzern 16;LU
6000;Luzern Postauto;LU
6000;Luzern Kaserne;LU
6000;Luzern PF Fil;LU
6000;Luzern Altstadt;LU
6000;Luzern 1 Hauptpost;LU
6000;Luzern 30 AAL;LU
6000;Luzern;LU
6000;Luzern 4;LU
6000;Luzern 6;LU
6000;Luzern 7;LU
6000;Luzern 15;LU
6000;Luzern Zust;LU
6000;Luzern 31;LU
6002;Luzern;LU
6002;Luzern SPS;LU
6003;Luzern;LU
6003;Luzern Hirschengr;LU
6004;Luzern;LU
6005;Luzern;LU
6005;St. Niklausen LU;LU
6005;Luzern Frohburgstr;LU
6006;Luzern;LU
6007;Luzern;LU
6009;Luzern;LU
6010;Pilatus Kulm;OW
6010;Kriens 1;LU
6010;Kriens Zust Pakete;LU
6010;Kriens;LU
6010;Kriens 2 Sternmatt;LU
6010;Kriens LZB;LU
6010;Kriens ContCent;LU
6010;Kriens 2 Zust;LU
6010;Kriens 2;LU
6010;Kriens KC PGGK2;LU
6010;Kriens Luzernerstr;LU
6011;Kriens;LU
6012;Obernau;LU
6013;Eigenthal;LU
6014;Luzern;LU
6014;Luzern Fanghöfli;LU
6015;Luzern;LU
6015;Luzern R'bühl Zust;LU
6016;Hellbühl;LU
6017;Ruswil;LU
6017;Ruswil Zustellung;LU
6018;Buttisholz;LU
6019;Sigigen;LU
6020;Emmenbrücke Bahnh.;LU
6020;Emmenbrücke 2;LU
6020;Emmenbrücke;LU
6020;Emmenbrücke 3;LU
6020;Emmenbrücke 1 Zust;LU
6021;Emmenbrücke 1;LU
6022;Grosswangen;LU
6023;Rothenburg Zust;LU
6023;Rothenburg DIST BA;LU
6023;Rothenburg;LU
6024;Hildisrieden;LU
